group,score
Group A,109.24
Group A,106.51
Group A,102.62
Group A,87.26
Group A,75.71
Group A,118.65
Group A,111.72
Group A,90.12
Group A,105.3
Group A,93.16
Group A,113.96
Group A,107.95
Group A,123.25
Group A,101.95
Group A,98.78
Group A,100.64
Group A,141.99
Group A,110.34
Group A,101.69
Group A,113.58
Group A,96.5
Group A,105.37
Group A,115.26
Group A,61.23
Group A,80.19
Group A,81.36
Group A,94.94
Group A,94.76
Group A,106.85
Group A,110.08
Group A,122.12
Group A,95.24
Group A,94.12
Group A,92.91
Group A,86.6
Group A,103.01
Group A,81.72
Group A,117.32
Group A,104.01
Group A,112.29
Group A,124.32
Group A,66.0
Group A,98.0
Group A,91.03
Group A,106.95
Group A,112.64
Group A,106.47
Group A,102.05
Group A,97.48
Group A,113.92
Group A,100.44
Group A,125.47
Group A,92.38
Group A,127.42
Group A,82.28
Group A,104.11
Group A,101.21
Group A,89.47
Group A,79.69
Group A,113.97
Group A,100.01
Group A,114.34
Group A,126.78
Group A,110.16
Group A,114.45
Group A,94.32
Group A,121.44
Group A,122.98
Group A,108.58
Group A,96.74
Group A,100.81
Group A,102.34
Group A,107.02
Group A,99.92
Group A,95.7
Group A,97.5
Group A,100.09
Group A,118.43
Group A,86.08
Group A,70.98
Group A,77.26
Group A,103.42
Group A,104.21
Group A,117.62
Group A,137.29
Group A,97.59
Group A,115.94
Group A,91.34
Group A,116.59
Group A,104.32
Group A,82.12
Group A,104.95
Group A,107.89
Group A,105.86
Group A,95.93
Group A,122.18
Group A,117.18
Group A,110.41
Group A,89.64
Group A,94.19
Group A,112.41
Group A,125.67
Group A,115.57
Group A,97.37
Group A,102.48
Group A,118.65
Group A,80.64
Group A,79.05
Group A,115.87
Group A,102.17
Group A,86.01
Group A,97.28
Group A,94.86
Group A,107.68
Group A,98.25
Group A,106.65
Group A,123.88
Group A,103.0
Group A,98.53
Group A,92.43
Group A,92.98
Group A,98.5
Group A,115.42
Group A,111.94
Group A,77.92
Group A,128.2
Group A,91.84
Group A,91.89
Group A,97.5
Group A,130.93
Group A,109.65
Group A,103.5
Group A,91.3
Group A,102.74
Group A,134.23
Group A,113.11
Group A,93.39
Group A,94.87
Group A,109.1
Group A,114.47
Group A,82.8
Group A,105.87
Group A,110.85
Group A,118.92
Group A,81.93
Group A,134.61
Group A,93.92
Group A,93.43
Group A,92.5
Group A,108.81
Group A,86.1
Group A,126.05
Group A,93.11
Group A,101.89
Group A,83.2
Group A,92.17
Group A,69.8
Group A,99.57
Group A,98.45
Group A,73.58
Group A,97.22
Group A,107.56
Group A,120.32
Group A,86.38
Group A,72.73
Group A,98.16
Group A,126.92
Group A,95.19
Group A,92.93
Group A,116.26
Group A,94.31
Group A,94.57
Group A,89.78
Group A,101.73
Group A,99.74
Group A,102.44
Group A,101.54
Group A,76.64
Group A,109.73
Group A,79.12
Group A,95.49
Group A,118.77
Group A,108.93
Group A,122.98
Group A,92.8
Group A,91.67
Group A,117.63
Group A,102.26
Group A,131.16
Group A,86.19
Group A,111.0
Group A,109.54
Group A,117.87
Group A,109.36
Group A,110.66
Group A,102.64
Group A,114.81
Group A,93.05
Group A,114.01
Group A,128.31
Group A,89.65
Group A,110.75
Group A,106.64
Group A,86.03
Group A,101.69
Group A,113.61
Group A,111.59
Group A,87.09
Group A,104.24
Group A,107.2
Group A,113.87
Group A,100.86
Group A,91.65
Group A,116.84
Group A,83.93
Group A,90.49
Group A,111.58
Group A,104.99
Group A,102.28
Group A,88.0
Group A,113.75
Group A,108.68
Group A,129.32
Group A,110.51
Group A,79.24
Group A,101.58
Group A,98.67
Group A,97.65
Group A,97.02
Group A,102.47
Group A,88.91
Group A,76.15
Group A,106.13
Group A,116.42
Group A,106.9
Group A,104.43
Group A,88.47
Group A,112.94
Group A,70.48
Group A,130.54
Group A,91.69
Group A,110.7
Group A,93.14
Group A,101.62
Group A,94.86
Group A,69.96
Group A,109.42
Group A,83.96
Group A,82.75
Group A,92.71
Group A,95.71
Group A,105.28
Group A,92.33
Group A,140.24
Group A,76.9
Group A,95.11
Group A,107.28
Group A,116.32
Group A,109.43
Group A,112.7
Group A,89.6
Group A,108.93
Group A,119.54
Group A,107.39
Group A,135.92
Group A,99.11
Group A,95.04
Group A,74.19
Group A,93.4
Group A,107.7
Group A,113.45
Group A,120.96
Group A,103.3
Group A,91.46
Group A,80.22
Group A,97.27
Group A,84.6
Group A,97.0
Group A,79.18
Group A,94.68
Group A,90.52
Group A,115.29
Group A,82.46
Group A,74.71
Group A,111.77
Group A,122.59
Group A,111.6
Group A,97.87
Group A,87.12
Group A,96.86
Group A,94.08
Group A,81.99
Group A,100.2
Group A,119.32
Group A,112.82
Group A,105.3
Group A,99.14
Group A,85.31
Group A,116.35
Group A,78.44
Group A,67.85
Group A,99.06
Group A,93.65
Group A,94.68
Group A,110.88
Group A,108.09
Group A,109.96
Group A,116.36
Group A,80.98
Group A,126.24
Group A,87.2
Group A,104.64
Group A,128.11
Group A,124.43
Group A,121.2
Group A,99.68
Group A,78.12
Group A,83.96
Group A,95.25
Group A,89.74
Group A,89.24
Group A,96.46
Group A,90.41
Group A,92.26
Group A,101.39
Group A,85.14
Group A,110.77
Group A,114.2
Group A,93.13
Group A,100.15
Group A,122.78
Group A,112.02
Group A,124.25
Group A,111.56
Group A,115.47
Group A,91.51
Group A,99.55
Group A,88.55
Group A,101.26
Group A,108.15
Group A,103.53
Group A,77.54
Group A,88.15
Group A,82.33
Group A,104.68
Group A,94.11
Group A,104.05
Group A,68.92
Group A,101.48
Group A,84.69
Group A,110.7
Group A,111.57
Group A,108.34
Group A,114.13
Group A,112.15
Group A,92.24
Group A,78.32
Group A,110.72
Group A,104.83
Group A,65.85
Group A,74.28
Group A,80.59
Group A,98.82
Group A,79.01
Group A,109.83
Group A,92.35
Group A,123.19
Group A,106.4
Group A,98.04
Group A,106.33
Group A,86.0
Group A,121.69
Group A,115.76
Group A,103.7
Group A,129.0
Group A,78.02
Group A,112.14
Group A,118.06
Group A,107.45
Group A,97.67
Group A,69.1
Group A,116.28
Group A,93.6
Group A,98.93
Group A,114.8
Group A,114.84
Group A,82.66
Group A,85.19
Group A,89.38
Group A,110.33
Group A,116.19
Group A,107.54
Group A,93.39
Group A,97.84
Group A,120.79
Group A,83.14
Group A,111.7
Group A,98.39
Group A,107.34
Group A,100.38
Group A,115.47
Group A,107.96
Group A,101.06
Group A,133.97
Group A,118.76
Group A,104.07
Group A,111.63
Group A,101.76
Group A,89.63
Group A,74.15
Group A,130.97
Group A,93.41
Group A,108.84
Group A,118.97
Group A,93.41
Group A,95.83
Group A,107.79
Group A,107.92
Group A,100.5
Group A,84.16
Group A,119.34
Group A,111.44
Group A,102.73
Group A,112.07
Group A,51.34
Group A,100.95
Group A,93.66
Group A,70.6
Group A,108.17
Group A,85.24
Group A,121.24
Group A,97.87
Group A,110.0
Group A,91.32
Group A,112.34
Group A,121.26
Group A,76.39
Group A,109.27
Group A,75.28
Group A,98.28
Group A,103.89
Group A,83.62
Group A,95.04
Group A,122.45
Group A,113.43
Group A,115.52
Group A,124.46
Group A,95.27
Group A,115.03
Group A,90.96
Group A,118.72
Group A,83.07
Group A,87.55
Group A,126.22
Group A,109.13
Group A,104.94
Group A,97.3
Group A,94.29
Group A,98.88
Group A,98.67
Group A,110.23
Group A,125.52
Group A,87.4
Group A,102.69
Group A,112.17
Group A,95.86
Group A,112.34
Group A,79.34
Group A,134.52
Group A,105.09
Group A,99.34
Group A,89.3
Group A,96.02
Group A,111.11
Group A,135.85
Group A,80.52
Group A,98.53
Group A,83.16
Group A,81.84
Group A,101.35
Group A,92.49
Group A,105.01
Group A,110.41
Group A,81.24
Group A,92.03
Group A,95.85
Group A,67.46
Group A,96.14
Group A,80.87
Group A,96.67
Group A,99.3
Group A,71.85
Group A,83.3
Group A,105.92
Group A,113.35
Group A,128.44
Group A,105.26
Group A,90.15
Group A,86.2
Group A,80.88
Group A,115.41
Group A,79.59
Group A,88.35
Group A,98.08
Group A,119.13
Group A,109.16
Group A,97.94
Group A,109.5
Group A,128.85
Group A,94.96
Group A,117.15
Group A,109.23
Group A,118.69
Group A,102.2
Group A,89.66
Group A,84.33
Group A,97.08
Group A,84.83
Group A,78.51
Group A,135.14
Group A,86.06
Group A,92.73
Group A,101.96
Group A,127.05
Group A,109.98
Group A,120.89
Group A,102.57
Group A,100.48
Group A,103.19
Group A,118.43
Group A,86.62
Group A,91.15
Group A,113.98
Group A,121.01
Group A,78.21
Group A,92.73
Group A,107.46
Group A,109.07
Group A,117.84
Group A,121.74
Group A,93.81
Group A,116.67
Group A,86.97
Group A,115.9
Group A,97.35
Group A,106.73
Group A,111.81
Group A,113.3
Group A,105.67
Group A,104.94
Group A,81.14
Group A,106.79
Group A,90.32
Group A,92.64
Group A,106.13
Group A,123.84
Group A,114.85
Group A,98.94
Group A,97.18
Group A,89.29
Group A,100.84
Group A,65.17
Group A,98.15
Group A,90.34
Group A,97.49
Group A,77.34
Group A,93.78
Group A,122.44
Group A,102.86
Group A,83.22
Group A,93.17
Group A,101.96
Group A,65.71
Group A,135.4
Group A,103.89
Group A,103.85
Group A,111.71
Group A,108.43
Group A,121.57
Group A,125.51
Group A,87.76
Group A,70.88
Group A,74.56
Group A,133.04
Group A,83.84
Group A,122.58
Group A,84.0
Group A,119.45
Group A,119.3
Group A,103.51
Group A,90.44
Group A,117.25
Group A,91.71
Group A,123.43
Group A,91.22
Group A,120.81
Group A,89.61
Group A,88.87
Group A,110.57
Group A,100.3
Group A,109.62
Group A,141.84
Group A,86.17
Group A,94.76
Group A,102.06
Group A,84.22
Group A,75.19
Group A,86.2
Group A,111.1
Group A,89.38
Group A,89.5
Group A,107.29
Group A,84.87
Group A,113.77
Group A,128.96
Group A,104.28
Group A,106.69
Group A,89.34
Group A,104.27
Group A,107.24
Group A,80.99
Group A,85.62
Group A,87.88
Group A,103.18
Group A,92.1
Group A,102.9
Group A,92.67
Group A,116.46
Group A,97.3
Group A,84.81
Group A,124.46
Group A,131.03
Group A,111.57
Group A,106.95
Group A,99.62
Group A,106.67
Group A,83.92
Group A,82.72
Group A,108.76
Group A,82.2
Group A,127.31
Group A,88.22
Group A,108.21
Group A,81.42
Group A,99.72
Group A,106.27
Group A,93.57
Group A,90.53
Group A,95.95
Group A,119.58
Group A,115.18
Group A,116.59
Group A,115.58
Group A,122.8
Group A,112.18
Group A,65.78
Group A,109.64
Group A,106.76
Group A,96.68
Group A,77.91
Group A,89.79
Group A,95.0
Group A,113.12
Group A,110.8
Group A,82.61
Group A,109.14
Group A,71.21
Group A,93.6
Group A,99.76
Group A,111.21
Group A,96.13
Group A,108.42
Group A,104.43
Group A,107.31
Group A,109.94
Group A,95.76
Group A,113.22
Group A,123.32
Group A,97.61
Group A,66.06
Group A,109.87
Group A,100.33
Group A,107.23
Group A,88.05
Group A,93.06
Group A,100.85
Group A,97.38
Group A,99.18
Group A,92.61
Group A,98.04
Group A,110.26
Group A,108.06
Group A,81.04
Group A,103.2
Group A,89.06
Group A,105.6
Group A,117.88
Group A,112.32
Group A,90.13
Group A,101.39
Group A,105.76
Group A,106.83
Group A,87.17
Group A,107.94
Group A,104.79
Group A,85.66
Group A,105.42
Group A,93.31
Group A,86.53
Group A,94.0
Group A,85.74
Group A,89.23
Group A,122.21
Group A,80.57
Group A,111.71
Group A,107.01
Group A,122.85
Group A,130.02
Group A,97.82
Group A,104.75
Group A,100.97
Group A,83.46
Group A,93.44
Group A,141.53
Group A,106.36
Group A,76.66
Group A,109.49
Group A,115.81
Group A,110.63
Group A,78.1
Group A,103.97
Group A,75.53
Group A,96.32
Group A,58.19
Group A,72.39
Group A,104.99
Group A,116.52
Group A,98.26
Group A,110.25
Group A,128.26
Group A,84.79
Group A,109.48
Group A,118.79
Group A,102.73
Group A,106.05
Group A,107.43
Group A,93.4
Group A,118.93
Group A,80.84
Group A,93.95
Group A,102.01
Group A,114.11
Group A,83.41
Group A,114.01
Group A,98.18
Group A,115.17
Group A,132.49
Group A,114.23
Group A,105.02
Group A,105.26
Group A,109.66
Group A,109.12
Group A,87.3
Group A,103.72
Group A,108.38
Group A,85.77
Group A,98.38
Group A,79.16
Group A,60.41
Group A,97.0
Group A,95.16
Group A,122.89
Group A,78.58
Group A,108.93
Group A,102.82
Group A,116.04
Group A,93.62
Group A,109.08
Group A,85.18
Group A,106.74
Group A,102.14
Group A,92.61
Group A,117.13
Group A,102.03
Group A,110.54
Group A,123.4
Group A,119.76
Group A,116.13
Group A,96.94
Group A,105.24
Group A,108.32
Group A,112.8
Group A,108.69
Group A,91.75
Group A,96.41
Group A,97.07
Group A,94.37
Group A,111.54
Group A,73.32
Group A,90.82
Group A,95.38
Group A,118.91
Group A,85.26
Group A,107.82
Group A,101.78
Group A,90.12
Group A,131.14
Group A,110.69
Group A,92.53
Group A,117.71
Group A,100.62
Group A,82.23
Group A,55.6
Group A,109.78
Group A,106.21
Group A,86.81
Group A,77.71
Group A,88.81
Group A,92.26
Group A,106.9
Group A,104.17
Group A,93.84
Group A,73.85
Group A,81.51
Group A,123.93
Group A,93.33
Group A,118.61
Group A,113.61
Group A,75.17
Group A,111.62
Group A,84.34
Group A,85.97
Group A,111.94
Group A,91.93
Group A,76.81
Group A,82.62
Group A,93.94
Group A,110.01
Group A,77.64
Group A,100.52
Group A,124.56
Group A,80.11
Group A,92.06
Group A,92.75
Group A,85.65
Group A,112.18
Group A,98.32
Group A,98.65
Group A,122.12
Group A,104.11
Group A,98.9
Group A,98.95
Group A,88.24
Group A,118.14
Group A,93.18
Group A,100.37
Group A,69.25
Group A,109.6
Group A,121.31
Group A,118.7
Group A,84.34
Group A,108.98
Group A,100.77
Group A,90.7
Group A,107.87
Group A,109.99
Group A,106.72
Group A,107.42
Group A,98.6
Group A,124.76
Group A,87.32
Group A,105.94
Group A,79.87
Group A,98.46
Group A,103.82
Group A,102.61
Group A,110.25
Group A,88.05
Group A,87.79
Group A,80.95
Group A,87.51
Group A,89.7
Group A,87.23
Group A,79.36
Group A,104.86
Group A,95.83
Group A,102.24
Group A,94.04
Group A,132.34
Group A,70.33
Group A,91.05
Group A,77.18
Group A,110.51
Group A,90.48
Group A,104.0
Group A,81.37
Group A,100.44
Group A,97.68
Group A,91.78
Group A,145.57
Group A,104.22
Group A,71.82
Group A,132.65
Group A,97.41
Group A,82.98
Group A,89.23
Group A,114.1
Group A,116.13
Group A,107.16
Group A,88.97
Group A,110.34
Group A,104.04
Group A,102.64
Group A,101.24
Group A,96.25
Group A,102.26
Group A,92.12
Group A,109.9
Group A,103.55
Group A,129.09
Group A,82.09
Group A,118.73
Group A,86.46
Group A,91.34
Group A,98.49
Group A,123.42
Group A,86.87
Group A,115.67
Group A,114.9
Group A,118.31
Group A,90.76
Group A,112.51
Group A,100.4
Group A,107.24
Group A,93.7
Group A,70.93
Group A,103.02
Group A,111.91
Group A,113.88
Group A,105.54
Group A,94.68
Group A,88.79
Group A,112.34
Group A,113.63
Group A,99.42
Group A,103.89
Group A,102.81
Group A,92.6
Group A,113.29
Group A,121.97
Group A,75.0
Group A,107.9
Group A,106.24
Group A,97.57
Group A,85.33
Group A,126.19
Group A,97.34
Group A,126.15
Group A,113.24
Group A,100.89
Group A,97.43
Group A,102.8
Group A,107.95
Group A,102.74
Group A,93.91
Group A,116.5
Group A,124.96
Group A,99.68
Group A,102.37
Group A,111.27
Group A,94.92
Group A,68.57
Group A,102.32
Group A,116.17
Group A,80.56
Group A,67.59
Group A,108.94
Group A,84.93
Group A,78.94
Group A,82.28
Group A,104.95
Group A,119.59
Group A,79.49
Group A,103.16
Group A,104.44
Group A,103.15
Group A,109.46
Group A,99.63
Group A,78.54
Group A,103.55
Group A,115.66
Group A,96.09
Group A,87.6
Group A,112.1
Group A,91.98
Group A,96.16
Group A,112.51
Group A,108.62
Group A,135.58
Group A,94.1
Group A,117.05
Group A,86.97
Group A,131.78
Group A,121.85
Group A,111.56
Group A,79.93
Group A,108.15
Group A,89.68
Group A,111.06
Group A,102.59
Group A,97.46
Group A,129.39
Group A,87.6
Group A,92.34
Group A,111.13
Group A,91.39
Group A,91.94
Group A,114.11
Group A,113.89
Group A,129.4
Group A,109.49
Group A,116.41
Group A,100.78
Group A,96.72
Group A,102.91
Group A,92.03
Group A,117.49
Group A,88.2
Group A,112.1
Group A,131.22
Group A,99.03
Group A,119.42
Group A,105.8
Group A,101.51
Group A,112.84
Group A,110.32
Group A,107.88
Group A,100.65
Group A,89.98
Group A,125.32
Group A,104.62
Group A,112.93
Group A,132.28
Group A,115.32
Group A,84.67
Group A,83.68
Group A,130.53
Group A,75.27
Group A,89.39
Group A,110.45
Group A,104.78
Group A,78.25
Group A,101.89
Group A,130.42
Group A,86.99
Group A,76.75
Group A,90.36
Group A,101.91
Group A,93.97
Group A,115.46
Group A,117.62
Group A,120.66
Group A,114.41
Group A,96.55
Group A,92.0
Group A,100.91
Group A,115.62
Group A,87.06
Group A,104.93
Group A,115.57
Group A,117.21
Group A,109.57
Group A,83.86
Group A,96.57
Group A,98.77
Group A,71.79
Group A,86.69
Group A,121.4
Group A,93.36
Group A,77.78
Group A,107.36
Group A,117.79
Group A,73.65
Group A,97.32
Group A,86.85
Group A,87.88
Group A,85.37
Group A,103.63
Group A,98.65
Group A,120.85
Group A,84.31
Group A,122.61
Group A,100.44
Group A,101.63
Group A,87.77
Group A,106.4
Group A,120.78
Group A,86.73
Group A,116.92
Group A,89.68
Group A,93.13
Group A,103.95
Group A,99.43
Group A,98.47
Group A,99.79
Group A,130.41
Group A,102.37
Group A,83.66
Group A,81.7
Group A,95.61
Group A,128.45
Group A,138.57
Group A,114.27
Group A,81.66
Group A,86.12
Group A,82.2
Group A,86.32
Group A,64.08
Group A,108.5
Group A,90.73
Group A,127.95
Group A,106.18
Group A,110.9
Group A,72.93
Group A,92.48
Group A,81.75
Group A,75.36
Group A,108.71
Group A,100.96
Group A,76.78
Group A,119.65
Group A,109.25
Group A,90.39
Group A,108.35
Group A,102.41
Group A,90.82
Group A,89.07
Group A,110.61
Group A,104.85
Group A,77.47
Group A,111.47
Group A,81.11
Group A,91.93
Group A,112.64
Group A,97.63
Group A,113.42
Group A,128.69
Group A,89.14
Group A,109.23
Group A,113.12
Group A,118.76
Group A,102.02
Group A,86.56
Group A,77.0
Group A,111.07
Group A,115.3
Group A,114.87
Group A,109.93
Group A,84.39
Group A,114.31
Group A,71.35
Group A,111.68
Group A,84.13
Group A,83.17
Group A,78.72
Group A,72.1
Group A,113.71
Group A,79.69
Group A,104.78
Group A,122.67
Group A,82.95
Group A,109.64
Group A,83.08
Group A,91.7
Group A,85.46
Group A,88.99
Group A,109.44
Group A,101.55
Group A,79.19
Group A,80.54
Group A,120.37
Group A,76.08
Group A,122.2
Group A,88.16
Group A,100.76
Group A,103.33
Group A,92.78
Group A,108.48
Group A,96.36
Group A,86.85
Group A,88.08
Group A,95.11
Group A,123.87
Group A,100.26
Group A,90.81
Group A,81.58
Group A,99.38
Group A,91.88
Group A,66.94
Group A,107.74
Group A,111.64
Group A,108.0
Group A,127.49
Group A,106.18
Group A,95.44
Group A,108.36
Group A,112.52
Group A,98.73
Group A,104.11
Group A,98.4
Group A,120.76
Group A,119.29
Group A,96.7
Group A,88.38
Group A,98.69
Group A,75.3
Group A,111.73
Group A,113.47
Group A,84.74
Group A,112.87
Group A,96.81
Group A,128.42
Group A,135.47
Group A,96.79
Group A,77.32
Group A,119.3
Group A,126.74
Group A,111.84
Group A,100.62
Group A,116.96
Group A,83.05
Group A,116.57
Group A,89.43
Group A,97.18
Group A,119.52
Group A,119.04
Group A,97.81
Group A,90.43
Group A,102.1
Group A,86.7
Group A,118.19
Group A,89.95
Group A,84.86
Group A,113.15
Group A,105.37
Group A,90.94
Group A,91.93
Group A,96.76
Group A,86.45
Group A,102.64
Group A,96.98
Group A,75.4
Group A,93.76
Group A,121.42
Group A,86.06
Group A,91.13
Group A,93.98
Group A,98.38
Group A,79.28
Group A,88.23
Group A,97.12
Group A,109.3
Group A,107.56
Group A,103.66
Group A,103.74
Group A,85.44
Group A,71.22
Group A,78.79
Group A,105.31
Group A,107.11
Group A,85.32
Group A,125.09
Group A,124.58
Group A,87.04
Group A,101.38
Group A,116.14
Group A,122.37
Group A,103.4
Group A,92.75
Group A,108.76
Group A,107.66
Group A,125.85
Group A,111.54
Group A,107.49
Group A,99.46
Group A,108.07
Group A,67.63
Group A,103.99
Group A,109.69
Group A,75.97
Group A,84.22
Group A,71.76
Group A,108.02
Group A,112.31
Group A,78.68
Group A,95.44
Group A,84.99
Group A,108.27
Group A,85.48
Group A,86.63
Group A,106.25
Group A,134.89
Group A,87.78
Group A,89.84
Group A,95.48
Group A,108.79
Group A,102.81
Group A,90.33
Group A,93.13
Group A,91.71
Group A,83.51
Group A,114.98
Group A,94.44
Group A,107.72
Group A,90.7
Group A,101.6
Group A,116.05
Group A,122.22
Group A,114.5
Group A,86.43
Group A,78.05
Group A,99.59
Group A,107.5
Group A,125.7
Group A,98.75
Group A,111.99
Group A,104.27
Group A,81.75
Group A,109.71
Group A,98.07
Group A,113.03
Group A,79.47
Group A,112.31
Group A,98.19
Group A,92.37
Group A,123.63
Group A,112.37
Group A,112.07
Group A,97.97
Group A,82.59
Group A,80.73
Group A,95.1
Group A,79.14
Group A,92.91
Group A,99.34
Group A,94.75
Group A,102.97
Group A,65.61
Group A,111.88
Group A,98.21
Group A,108.59
Group A,94.46
Group A,97.86
Group A,83.33
Group A,103.61
Group A,89.29
Group A,103.79
Group A,112.92
Group A,102.45
Group A,129.43
Group A,106.32
Group A,99.23
Group A,103.03
Group A,102.61
Group A,109.57
Group A,91.2
Group A,105.23
Group A,86.11
Group A,102.18
Group A,109.92
Group A,113.21
Group A,94.48
Group A,118.11
Group A,96.78
Group A,82.05
Group A,101.78
Group A,111.0
Group A,89.52
Group A,79.54
Group A,100.02
Group A,98.45
Group A,88.19
Group A,120.0
Group A,112.26
Group A,115.1
Group A,80.68
Group A,95.75
Group A,92.75
Group A,94.37
Group A,115.33
Group A,91.49
Group A,90.37
Group A,115.48
Group A,126.98
Group A,119.56
Group A,86.47
Group A,69.44
Group A,88.41
Group A,98.06
Group A,104.83
Group A,92.42
Group A,117.19
Group A,108.64
Group A,100.18
Group A,78.8
Group A,117.39
Group A,99.34
Group A,73.38
Group A,118.41
Group A,128.43
Group A,96.64
Group A,84.7
Group A,116.7
Group A,121.47
Group A,110.63
Group A,68.97
Group A,90.38
Group A,86.42
Group A,108.48
Group A,122.08
Group A,100.17
Group A,97.68
Group A,77.81
Group A,80.04
Group A,100.07
Group A,121.49
Group A,92.61
Group A,91.28
Group A,83.63
Group A,80.9
Group A,114.33
Group A,96.2
Group A,112.32
Group A,72.38
Group A,94.62
Group A,122.56
Group A,82.57
Group A,84.63
Group A,98.1
Group A,99.87
Group A,104.32
Group A,98.22
Group A,100.87
Group A,100.12
Group A,86.22
Group A,93.32
Group A,79.88
Group A,102.81
Group A,86.71
Group A,108.09
Group A,107.85
Group A,68.43
Group A,112.52
Group A,110.2
Group A,101.62
Group A,67.1
Group A,71.87
Group A,111.92
Group A,92.29
Group A,104.37
Group A,57.58
Group A,107.17
Group A,88.95
Group A,88.49
Group A,114.63
Group A,94.56
Group A,105.32
Group A,87.17
Group A,129.19
Group A,87.83
Group A,111.84
Group A,92.07
Group A,102.22
Group A,96.99
Group A,96.1
Group A,95.32
Group A,86.38
Group A,105.82
Group A,103.34
Group A,99.03
Group A,119.76
Group A,112.44
Group A,89.45
Group A,101.86
Group A,115.77
Group A,98.09
Group A,100.23
Group A,93.97
Group A,92.84
Group A,113.03
Group A,103.3
Group A,109.48
Group A,102.41
Group A,93.03
Group A,84.14
Group A,94.83
Group A,108.36
Group A,106.58
Group A,75.97
Group A,127.06
Group A,90.41
Group A,98.64
Group A,103.18
Group A,125.01
Group A,87.43
Group A,87.81
Group A,85.2
Group A,103.36
Group A,108.4
Group A,102.59
Group A,127.72
Group A,94.92
Group A,103.18
Group A,73.3
Group A,64.39
Group A,107.81
Group A,107.85
Group A,82.65
Group A,99.03
Group A,109.05
Group A,95.35
Group A,87.7
Group A,98.9
Group A,129.91
Group A,112.14
Group A,93.41
Group A,113.43
Group A,104.06
Group A,101.15
Group A,105.06
Group A,105.13
Group A,80.29
Group A,103.9
Group A,94.77
Group A,99.28
Group A,86.04
Group A,105.85
Group A,103.01
Group A,99.57
Group A,104.0
Group A,105.33
Group A,113.84
Group A,78.36
Group A,125.16
Group A,101.0
Group A,94.28
Group A,113.4
Group A,99.11
Group A,124.92
Group A,103.1
Group A,114.68
Group A,100.58
Group A,95.0
Group A,110.45
Group A,122.52
Group A,118.26
Group A,109.85
Group A,112.74
Group A,115.43
Group A,115.52
Group A,116.92
Group A,70.54
Group A,89.8
Group A,111.81
Group A,110.99
Group A,70.07
Group A,96.18
Group A,76.11
Group A,80.85
Group A,100.82
Group A,90.47
Group A,92.65
Group A,93.49
Group A,103.66
Group A,112.33
Group A,85.76
Group A,97.39
Group A,104.4
Group A,95.5
Group A,111.03
Group A,100.61
Group A,117.97
Group A,83.99
Group A,137.39
Group A,90.93
Group A,121.02
Group A,117.12
Group A,125.31
Group A,111.94
Group A,89.5
Group A,55.58
Group A,88.85
Group A,116.19
Group A,103.54
Group A,84.62
Group A,81.76
Group A,82.52
Group A,92.84
Group A,97.72
Group A,122.96
Group A,104.29
Group A,91.15
Group A,105.67
Group A,88.06
Group A,122.52
Group A,77.42
Group A,108.83
Group A,79.75
Group A,93.68
Group A,109.66
Group A,106.67
Group A,96.82
Group A,101.47
Group A,76.74
Group A,77.4
Group A,108.18
Group A,126.72
Group A,112.48
Group A,103.79
Group A,114.98
Group A,102.14
Group A,113.57
Group A,105.99
Group A,101.82
Group A,76.34
Group A,105.54
Group A,105.4
Group A,111.53
Group A,98.12
Group A,104.92
Group A,92.4
Group A,123.56
Group A,92.36
Group A,91.47
Group A,100.72
Group A,74.91
Group A,86.84
Group A,75.83
Group A,124.82
Group A,106.14
Group A,91.94
Group A,85.36
Group A,131.17
Group A,75.71
Group A,100.23
Group A,119.86
Group A,90.6
Group A,85.11
Group A,80.25
Group A,112.52
Group A,89.33
Group A,85.63
Group A,73.78
Group A,90.12
Group A,111.92
Group A,109.27
Group A,99.23
Group A,91.32
Group A,89.22
Group A,77.67
Group A,105.43
Group A,101.62
Group A,98.58
Group A,104.5
Group A,111.66
Group A,108.85
Group A,70.2
Group A,94.9
Group A,104.52
Group A,99.03
Group A,90.9
Group A,96.57
Group A,126.64
Group A,119.95
Group A,101.21
Group A,94.09
Group A,107.78
Group A,114.06
Group A,105.29
Group A,84.04
Group A,100.79
Group A,102.41
Group A,83.57
Group A,102.27
Group A,109.29
Group A,108.38
Group A,120.07
Group A,79.9
Group A,103.76
Group A,92.57
Group A,112.94
Group A,115.31
Group A,79.94
Group A,94.62
Group A,85.39
Group A,98.55
Group A,99.19
Group A,119.59
Group A,107.42
Group A,115.81
Group A,114.39
Group A,84.18
Group A,100.77
Group A,114.27
Group A,120.82
Group A,111.28
Group A,74.29
Group A,106.68
Group A,99.03
Group A,110.59
Group A,89.47
Group A,101.34
Group A,95.27
Group A,119.15
Group A,109.24
Group A,96.27
Group A,90.67
Group A,93.64
Group A,125.16
Group A,97.06
Group A,130.4
Group A,102.72
Group A,82.72
Group A,116.97
Group A,69.22
Group A,101.58
Group A,135.0
Group A,125.33
Group A,121.39
Group A,114.41
Group A,118.12
Group A,87.55
Group A,112.09
Group A,105.75
Group A,120.56
Group A,124.96
Group A,93.23
Group A,78.25
Group A,100.66
Group A,122.61
Group A,78.56
Group A,96.67
Group A,70.71
Group A,90.0
Group A,105.56
Group A,99.45
Group A,87.39
Group A,122.34
Group A,93.74
